[pid=21800] - [2026-08-13 15:51:35,054] - [core.config.settings] - [INFO] - [Executing get_settings function]
[pid=21800] - [2026-08-13 15:51:36,698] - [core.apis.routes.health_router] - [INFO] - [Calling GET /health endpoint]
[pid=21800] - [2026-08-13 15:51:36,699] - [core.controllers.health_controller] - [INFO] - [Executing HealthController.get_health]
[pid=21800] - [2026-08-13 15:51:36,699] - [core.database.database] - [INFO] - [Executing ping function]
[pid=21800] - [2026-08-13 15:51:36,699] - [core.database.database] - [INFO] - [Executing MongoDatabase function]
[pid=21800] - [2026-08-13 15:51:36,699] - [core.database.database] - [INFO] - [Executing _MongoClientSingleton.__new__ | DB: whitfield_wms]
[pid=21800] - [2026-08-13 15:51:36,734] - [core.database.database] - [INFO] - [MongoDB singleton initialized successfully | URI: mongodb://localhost:27017]
[pid=21800] - [2026-08-13 15:51:36,783] - [core.database.database] - [INFO] - [MongoDB ping successful]
[pid=21800] - [2026-08-13 15:51:36,793] - [core.utils.ticket_generator] - [INFO] - [Executing TicketGenerator.generate_ticket_id for WH: RNO]
[pid=21800] - [2026-08-13 15:51:36,793] - [core.utils.ticket_generator] - [INFO] - [Generated ticket ID: RNO-20260813-014]
[pid=26528] - [2026-08-13 15:53:46,667] - [core.config.settings] - [INFO] - [Executing get_settings function]
[pid=11404] - [2026-08-13 15:53:58,481] - [core.config.settings] - [INFO] - [Executing get_settings function]
[pid=11404] - [2026-08-13 15:53:59,107] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=11404] - [2026-08-13 15:53:59,467] - [core.apis.routes.auth_router] - [INFO] - [Calling POST /auth/login endpoint]
[pid=11404] - [2026-08-13 15:53:59,467] - [core.controllers.auth_controller] - [INFO] - [Executing AuthController.login]
[pid=11404] - [2026-08-13 15:53:59,467] - [core.cruds.user_crud] - [INFO] - [Executing CRUDUser.get_by_email for: owner@whitfield.com]
[pid=11404] - [2026-08-13 15:53:59,467] - [commons.auth] - [INFO] - [Executing verify_password function]
[pid=11404] - [2026-08-13 15:53:59,739] - [commons.auth] - [INFO] - [Executing create_access_token function]
[pid=11404] - [2026-08-13 15:53:59,744] - [commons.auth] - [INFO] - [Executing create_refresh_token function]
[pid=11404] - [2026-08-13 15:53:59,744] - [core.controllers.auth_controller] - [INFO] - [User login successful: owner@whitfield.com (OWNER)]
[pid=11404] - [2026-08-13 15:53:59,750] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=11404] - [2026-08-13 15:54:00,046] - [core.apis.routes.auth_router] - [INFO] - [Calling POST /auth/login endpoint]
[pid=11404] - [2026-08-13 15:54:00,046] - [core.controllers.auth_controller] - [INFO] - [Executing AuthController.login]
[pid=11404] - [2026-08-13 15:54:00,046] - [core.cruds.user_crud] - [INFO] - [Executing CRUDUser.get_by_email for: owner@whitfield.com]
[pid=11404] - [2026-08-13 15:54:00,046] - [commons.auth] - [INFO] - [Executing verify_password function]
[pid=11404] - [2026-08-13 15:54:00,351] - [core.controllers.auth_controller] - [WARNING] - [Login failed: invalid password for user (owner@whitfield.com)]
[pid=11404] - [2026-08-13 15:54:00,351] - [core.apis.routes.auth_router] - [ERROR] - [Error in POST /auth/login endpoint: 401: Invalid email or password]
[pid=11404] - [2026-08-13 15:54:00,357] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=11404] - [2026-08-13 15:54:00,357] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=11404] - [2026-08-13 15:54:00,358] - [core.apis.routes.warehouse_router] - [INFO] - [Calling POST /warehouses endpoint]
[pid=11404] - [2026-08-13 15:54:00,358] - [core.services.audit_service] - [INFO] - [Executing AuditService.__init__]
[pid=11404] - [2026-08-13 15:54:00,359] - [core.controllers.warehouse_controller] - [INFO] - [Executing WarehouseController.create_warehouse]
[pid=11404] - [2026-08-13 15:54:00,359] - [core.controllers.warehouse_controller] - [ERROR] - [Error in WarehouseController.create_warehouse: 'id']
[pid=11404] - [2026-08-13 15:54:00,359] - [core.apis.routes.warehouse_router] - [ERROR] - [Error in POST /warehouses endpoint: 500: Internal Server Error]
[pid=11404] - [2026-08-13 15:54:00,497] - [core.apis.routes.health_router] - [INFO] - [Calling GET /health endpoint]
[pid=11404] - [2026-08-13 15:54:00,497] - [core.controllers.health_controller] - [INFO] - [Executing HealthController.get_health]
[pid=11404] - [2026-08-13 15:54:00,497] - [core.database.database] - [INFO] - [Executing ping function]
[pid=11404] - [2026-08-13 15:54:00,497] - [core.database.database] - [INFO] - [Executing MongoDatabase function]
[pid=11404] - [2026-08-13 15:54:00,497] - [core.database.database] - [INFO] - [Executing _MongoClientSingleton.__new__ | DB: whitfield_wms]
[pid=11404] - [2026-08-13 15:54:00,506] - [core.database.database] - [INFO] - [MongoDB singleton initialized successfully | URI: mongodb://localhost:27017]
[pid=11404] - [2026-08-13 15:54:00,520] - [core.database.database] - [INFO] - [MongoDB ping successful]
[pid=11404] - [2026-08-13 15:54:00,524] - [core.utils.ticket_generator] - [INFO] - [Executing TicketGenerator.generate_ticket_id for WH: RNO]
[pid=11404] - [2026-08-13 15:54:00,524] - [core.utils.ticket_generator] - [INFO] - [Generated ticket ID: RNO-20260813-014]
[pid=22692] - [2026-08-13 15:54:17,181] - [core.config.settings] - [INFO] - [Executing get_settings function]
[pid=22692] - [2026-08-13 15:54:17,736] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=22692] - [2026-08-13 15:54:18,021] - [core.apis.routes.auth_router] - [INFO] - [Calling POST /auth/login endpoint]
[pid=22692] - [2026-08-13 15:54:18,021] - [core.controllers.auth_controller] - [INFO] - [Executing AuthController.login]
[pid=22692] - [2026-08-13 15:54:18,022] - [core.cruds.user_crud] - [INFO] - [Executing CRUDUser.get_by_email for: owner@whitfield.com]
[pid=22692] - [2026-08-13 15:54:18,022] - [core.cruds.user_crud] - [ERROR] - [Error in CRUDUser.get_by_email: '_id']
[pid=22692] - [2026-08-13 15:54:18,022] - [core.controllers.auth_controller] - [ERROR] - [Error in AuthController.login: '_id']
[pid=22692] - [2026-08-13 15:54:18,025] - [core.apis.routes.auth_router] - [ERROR] - [Error in POST /auth/login endpoint: 500: Internal Server Error]
[pid=22692] - [2026-08-13 15:54:18,169] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=22692] - [2026-08-13 15:54:18,456] - [core.apis.routes.auth_router] - [INFO] - [Calling POST /auth/login endpoint]
[pid=22692] - [2026-08-13 15:54:18,457] - [core.controllers.auth_controller] - [INFO] - [Executing AuthController.login]
[pid=22692] - [2026-08-13 15:54:18,457] - [core.cruds.user_crud] - [INFO] - [Executing CRUDUser.get_by_email for: owner@whitfield.com]
[pid=22692] - [2026-08-13 15:54:18,457] - [core.cruds.user_crud] - [ERROR] - [Error in CRUDUser.get_by_email: '_id']
[pid=22692] - [2026-08-13 15:54:18,457] - [core.controllers.auth_controller] - [ERROR] - [Error in AuthController.login: '_id']
[pid=22692] - [2026-08-13 15:54:18,457] - [core.apis.routes.auth_router] - [ERROR] - [Error in POST /auth/login endpoint: 500: Internal Server Error]
[pid=22692] - [2026-08-13 15:54:18,468] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=22692] - [2026-08-13 15:54:18,468] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=22692] - [2026-08-13 15:54:18,469] - [core.apis.routes.warehouse_router] - [INFO] - [Calling POST /warehouses endpoint]
[pid=22692] - [2026-08-13 15:54:18,469] - [core.services.audit_service] - [INFO] - [Executing AuditService.__init__]
[pid=22692] - [2026-08-13 15:54:18,469] - [core.controllers.warehouse_controller] - [INFO] - [Executing WarehouseController.create_warehouse]
[pid=22692] - [2026-08-13 15:54:18,469] - [core.services.audit_service] - [INFO] - [Executing AuditService.log_mutation | Action: CREATE | Collection: warehouses]
[pid=22692] - [2026-08-13 15:54:18,469] - [core.controllers.warehouse_controller] - [INFO] - [Warehouse created successfully: RNO]
[pid=22692] - [2026-08-13 15:54:18,476] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=22692] - [2026-08-13 15:54:18,477] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=22692] - [2026-08-13 15:54:18,479] - [core.apis.routes.user_router] - [INFO] - [Calling POST /users/managers endpoint]
[pid=22692] - [2026-08-13 15:54:18,479] - [core.controllers.user_controller] - [INFO] - [Executing UserController.create_manager]
[pid=22692] - [2026-08-13 15:54:18,479] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=22692] - [2026-08-13 15:54:18,801] - [core.services.audit_service] - [INFO] - [Executing AuditService.log_mutation | Action: CREATE | Collection: users]
[pid=22692] - [2026-08-13 15:54:18,802] - [core.controllers.user_controller] - [INFO] - [Manager user created successfully: manager.rno@whitfield.com]
[pid=22692] - [2026-08-13 15:54:18,815] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=22692] - [2026-08-13 15:54:18,815] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=22692] - [2026-08-13 15:54:18,821] - [core.apis.routes.user_router] - [INFO] - [Calling POST /users/staff endpoint]
[pid=22692] - [2026-08-13 15:54:18,821] - [core.controllers.user_controller] - [INFO] - [Executing UserController.create_staff]
[pid=22692] - [2026-08-13 15:54:18,821] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=22692] - [2026-08-13 15:54:19,098] - [core.services.audit_service] - [INFO] - [Executing AuditService.log_mutation | Action: CREATE | Collection: users]
[pid=22692] - [2026-08-13 15:54:19,098] - [core.controllers.user_controller] - [INFO] - [Staff user created successfully: staff.rookie@whitfield.com for WH: 607f1f77bcf86cd799439022]
[pid=22692] - [2026-08-13 15:54:19,104] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=22692] - [2026-08-13 15:54:19,104] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=22692] - [2026-08-13 15:54:19,105] - [commons.auth] - [WARNING] - [User staff.rookie@whitfield.com with role STAFF denied access. Required: ['OWNER']]
[pid=22692] - [2026-08-13 15:54:19,123] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=22692] - [2026-08-13 15:54:19,123] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=22692] - [2026-08-13 15:54:19,124] - [core.apis.routes.audit_router] - [INFO] - [Calling GET /audit endpoint]
[pid=22692] - [2026-08-13 15:54:19,124] - [core.controllers.audit_controller] - [INFO] - [Executing AuditController.get_audit_logs]
[pid=22692] - [2026-08-13 15:54:19,134] - [core.apis.routes.health_router] - [INFO] - [Calling GET /health endpoint]
[pid=22692] - [2026-08-13 15:54:19,134] - [core.controllers.health_controller] - [INFO] - [Executing HealthController.get_health]
[pid=22692] - [2026-08-13 15:54:19,134] - [core.database.database] - [INFO] - [Executing ping function]
[pid=22692] - [2026-08-13 15:54:19,134] - [core.database.database] - [INFO] - [Executing MongoDatabase function]
[pid=22692] - [2026-08-13 15:54:19,134] - [core.database.database] - [INFO] - [Executing _MongoClientSingleton.__new__ | DB: whitfield_wms]
[pid=22692] - [2026-08-13 15:54:19,142] - [core.database.database] - [INFO] - [MongoDB singleton initialized successfully | URI: mongodb://localhost:27017]
[pid=22692] - [2026-08-13 15:54:19,183] - [core.database.database] - [INFO] - [MongoDB ping successful]
[pid=22692] - [2026-08-13 15:54:19,189] - [core.utils.ticket_generator] - [INFO] - [Executing TicketGenerator.generate_ticket_id for WH: RNO]
[pid=22692] - [2026-08-13 15:54:19,189] - [core.utils.ticket_generator] - [INFO] - [Generated ticket ID: RNO-20260813-014]
[pid=8296] - [2026-08-13 15:54:40,113] - [core.config.settings] - [INFO] - [Executing get_settings function]
[pid=8296] - [2026-08-13 15:54:40,753] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=8296] - [2026-08-13 15:54:41,074] - [core.apis.routes.auth_router] - [INFO] - [Calling POST /auth/login endpoint]
[pid=8296] - [2026-08-13 15:54:41,074] - [core.controllers.auth_controller] - [INFO] - [Executing AuthController.login]
[pid=8296] - [2026-08-13 15:54:41,074] - [core.cruds.user_crud] - [INFO] - [Executing CRUDUser.get_by_email for: owner@whitfield.com]
[pid=8296] - [2026-08-13 15:54:41,074] - [commons.auth] - [INFO] - [Executing verify_password function]
[pid=8296] - [2026-08-13 15:54:41,362] - [commons.auth] - [INFO] - [Executing create_access_token function]
[pid=8296] - [2026-08-13 15:54:41,365] - [commons.auth] - [INFO] - [Executing create_refresh_token function]
[pid=8296] - [2026-08-13 15:54:41,365] - [core.controllers.auth_controller] - [INFO] - [User login successful: owner@whitfield.com (OWNER)]
[pid=8296] - [2026-08-13 15:54:41,370] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=8296] - [2026-08-13 15:54:41,656] - [core.apis.routes.auth_router] - [INFO] - [Calling POST /auth/login endpoint]
[pid=8296] - [2026-08-13 15:54:41,656] - [core.controllers.auth_controller] - [INFO] - [Executing AuthController.login]
[pid=8296] - [2026-08-13 15:54:41,656] - [core.cruds.user_crud] - [INFO] - [Executing CRUDUser.get_by_email for: owner@whitfield.com]
[pid=8296] - [2026-08-13 15:54:41,656] - [commons.auth] - [INFO] - [Executing verify_password function]
[pid=8296] - [2026-08-13 15:54:41,977] - [core.controllers.auth_controller] - [WARNING] - [Login failed: invalid password for user (owner@whitfield.com)]
[pid=8296] - [2026-08-13 15:54:41,978] - [core.apis.routes.auth_router] - [ERROR] - [Error in POST /auth/login endpoint: 401: Invalid email or password]
[pid=8296] - [2026-08-13 15:54:41,984] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=8296] - [2026-08-13 15:54:41,984] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=8296] - [2026-08-13 15:54:41,985] - [core.apis.routes.warehouse_router] - [INFO] - [Calling POST /warehouses endpoint]
[pid=8296] - [2026-08-13 15:54:41,985] - [core.services.audit_service] - [INFO] - [Executing AuditService.__init__]
[pid=8296] - [2026-08-13 15:54:41,985] - [core.controllers.warehouse_controller] - [INFO] - [Executing WarehouseController.create_warehouse]
[pid=8296] - [2026-08-13 15:54:41,985] - [core.services.audit_service] - [INFO] - [Executing AuditService.log_mutation | Action: CREATE | Collection: warehouses]
[pid=8296] - [2026-08-13 15:54:41,985] - [core.controllers.warehouse_controller] - [INFO] - [Warehouse created successfully: RNO]
[pid=8296] - [2026-08-13 15:54:41,992] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=8296] - [2026-08-13 15:54:41,993] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=8296] - [2026-08-13 15:54:41,995] - [core.apis.routes.user_router] - [INFO] - [Calling POST /users/managers endpoint]
[pid=8296] - [2026-08-13 15:54:41,996] - [core.controllers.user_controller] - [INFO] - [Executing UserController.create_manager]
[pid=8296] - [2026-08-13 15:54:41,996] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=8296] - [2026-08-13 15:54:42,271] - [core.services.audit_service] - [INFO] - [Executing AuditService.log_mutation | Action: CREATE | Collection: users]
[pid=8296] - [2026-08-13 15:54:42,271] - [core.controllers.user_controller] - [INFO] - [Manager user created successfully: manager.rno@whitfield.com]
[pid=8296] - [2026-08-13 15:54:42,277] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=8296] - [2026-08-13 15:54:42,278] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=8296] - [2026-08-13 15:54:42,280] - [core.apis.routes.user_router] - [INFO] - [Calling POST /users/staff endpoint]
[pid=8296] - [2026-08-13 15:54:42,280] - [core.controllers.user_controller] - [INFO] - [Executing UserController.create_staff]
[pid=8296] - [2026-08-13 15:54:42,281] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=8296] - [2026-08-13 15:54:42,563] - [core.services.audit_service] - [INFO] - [Executing AuditService.log_mutation | Action: CREATE | Collection: users]
[pid=8296] - [2026-08-13 15:54:42,564] - [core.controllers.user_controller] - [INFO] - [Staff user created successfully: staff.rookie@whitfield.com for WH: 607f1f77bcf86cd799439022]
[pid=8296] - [2026-08-13 15:54:42,569] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=8296] - [2026-08-13 15:54:42,569] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=8296] - [2026-08-13 15:54:42,569] - [commons.auth] - [WARNING] - [User staff.rookie@whitfield.com with role STAFF denied access. Required: ['OWNER']]
[pid=8296] - [2026-08-13 15:54:42,574] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=8296] - [2026-08-13 15:54:42,575] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=8296] - [2026-08-13 15:54:42,575] - [core.apis.routes.audit_router] - [INFO] - [Calling GET /audit endpoint]
[pid=8296] - [2026-08-13 15:54:42,575] - [core.controllers.audit_controller] - [INFO] - [Executing AuditController.get_audit_logs]
[pid=8296] - [2026-08-13 15:54:42,585] - [core.apis.routes.health_router] - [INFO] - [Calling GET /health endpoint]
[pid=8296] - [2026-08-13 15:54:42,585] - [core.controllers.health_controller] - [INFO] - [Executing HealthController.get_health]
[pid=8296] - [2026-08-13 15:54:42,586] - [core.database.database] - [INFO] - [Executing ping function]
[pid=8296] - [2026-08-13 15:54:42,586] - [core.database.database] - [INFO] - [Executing MongoDatabase function]
[pid=8296] - [2026-08-13 15:54:42,586] - [core.database.database] - [INFO] - [Executing _MongoClientSingleton.__new__ | DB: whitfield_wms]
[pid=8296] - [2026-08-13 15:54:42,594] - [core.database.database] - [INFO] - [MongoDB singleton initialized successfully | URI: mongodb://localhost:27017]
[pid=8296] - [2026-08-13 15:54:42,603] - [core.database.database] - [INFO] - [MongoDB ping successful]
[pid=8296] - [2026-08-13 15:54:42,608] - [core.utils.ticket_generator] - [INFO] - [Executing TicketGenerator.generate_ticket_id for WH: RNO]
[pid=8296] - [2026-08-13 15:54:42,608] - [core.utils.ticket_generator] - [INFO] - [Generated ticket ID: RNO-20260813-014]
[pid=13244] - [2026-08-13 15:57:28,496] - [core.config.settings] - [INFO] - [Executing get_settings function]
[pid=13244] - [2026-08-13 15:57:29,427] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=13244] - [2026-08-13 15:57:29,903] - [core.apis.routes.auth_router] - [INFO] - [Calling POST /auth/login endpoint]
[pid=13244] - [2026-08-13 15:57:29,904] - [core.controllers.auth_controller] - [INFO] - [Executing AuthController.login]
[pid=13244] - [2026-08-13 15:57:29,905] - [core.cruds.user_crud] - [INFO] - [Executing CRUDUser.get_by_email for: owner@whitfield.com]
[pid=13244] - [2026-08-13 15:57:29,906] - [commons.auth] - [INFO] - [Executing verify_password function]
[pid=13244] - [2026-08-13 15:57:30,322] - [commons.auth] - [INFO] - [Executing create_access_token function]
[pid=13244] - [2026-08-13 15:57:30,327] - [commons.auth] - [INFO] - [Executing create_refresh_token function]
[pid=13244] - [2026-08-13 15:57:30,328] - [core.controllers.auth_controller] - [INFO] - [User login successful: owner@whitfield.com (OWNER)]
[pid=13244] - [2026-08-13 15:57:30,337] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=13244] - [2026-08-13 15:57:30,768] - [core.apis.routes.auth_router] - [INFO] - [Calling POST /auth/login endpoint]
[pid=13244] - [2026-08-13 15:57:30,768] - [core.controllers.auth_controller] - [INFO] - [Executing AuthController.login]
[pid=13244] - [2026-08-13 15:57:30,768] - [core.cruds.user_crud] - [INFO] - [Executing CRUDUser.get_by_email for: owner@whitfield.com]
[pid=13244] - [2026-08-13 15:57:30,769] - [commons.auth] - [INFO] - [Executing verify_password function]
[pid=13244] - [2026-08-13 15:57:31,241] - [core.controllers.auth_controller] - [WARNING] - [Login failed: invalid password for user (owner@whitfield.com)]
[pid=13244] - [2026-08-13 15:57:31,241] - [core.apis.routes.auth_router] - [ERROR] - [Error in POST /auth/login endpoint: 401: Invalid email or password]
[pid=13244] - [2026-08-13 15:57:31,260] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=13244] - [2026-08-13 15:57:31,261] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=13244] - [2026-08-13 15:57:31,264] - [core.apis.routes.warehouse_router] - [INFO] - [Calling POST /warehouses endpoint]
[pid=13244] - [2026-08-13 15:57:31,265] - [core.services.audit_service] - [INFO] - [Executing AuditService.__init__]
[pid=13244] - [2026-08-13 15:57:31,265] - [core.controllers.warehouse_controller] - [INFO] - [Executing WarehouseController.create_warehouse]
[pid=13244] - [2026-08-13 15:57:31,265] - [core.services.audit_service] - [INFO] - [Executing AuditService.log_mutation | Action: CREATE | Collection: warehouses]
[pid=13244] - [2026-08-13 15:57:31,266] - [core.controllers.warehouse_controller] - [INFO] - [Warehouse created successfully: RNO]
[pid=13244] - [2026-08-13 15:57:31,283] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=13244] - [2026-08-13 15:57:31,284] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=13244] - [2026-08-13 15:57:31,291] - [core.apis.routes.user_router] - [INFO] - [Calling POST /users/managers endpoint]
[pid=13244] - [2026-08-13 15:57:31,291] - [core.controllers.user_controller] - [INFO] - [Executing UserController.create_manager]
[pid=13244] - [2026-08-13 15:57:31,292] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=13244] - [2026-08-13 15:57:31,731] - [core.services.audit_service] - [INFO] - [Executing AuditService.log_mutation | Action: CREATE | Collection: users]
[pid=13244] - [2026-08-13 15:57:31,732] - [core.controllers.user_controller] - [INFO] - [Manager user created successfully: manager.rno@whitfield.com]
[pid=13244] - [2026-08-13 15:57:31,761] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=13244] - [2026-08-13 15:57:31,763] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=13244] - [2026-08-13 15:57:31,770] - [core.apis.routes.user_router] - [INFO] - [Calling POST /users/staff endpoint]
[pid=13244] - [2026-08-13 15:57:31,771] - [core.controllers.user_controller] - [INFO] - [Executing UserController.create_staff]
[pid=13244] - [2026-08-13 15:57:31,771] - [commons.auth] - [INFO] - [Executing hash_password function]
[pid=13244] - [2026-08-13 15:57:32,204] - [core.services.audit_service] - [INFO] - [Executing AuditService.log_mutation | Action: CREATE | Collection: users]
[pid=13244] - [2026-08-13 15:57:32,204] - [core.controllers.user_controller] - [INFO] - [Staff user created successfully: staff.rookie@whitfield.com for WH: 607f1f77bcf86cd799439022]
[pid=13244] - [2026-08-13 15:57:32,218] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=13244] - [2026-08-13 15:57:32,219] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=13244] - [2026-08-13 15:57:32,219] - [commons.auth] - [WARNING] - [User staff.rookie@whitfield.com with role STAFF denied access. Required: ['OWNER']]
[pid=13244] - [2026-08-13 15:57:32,231] - [commons.auth] - [INFO] - [Executing get_current_user dependency]
[pid=13244] - [2026-08-13 15:57:32,232] - [commons.auth] - [INFO] - [Executing require_roles dependency check]
[pid=13244] - [2026-08-13 15:57:32,232] - [core.apis.routes.audit_router] - [INFO] - [Calling GET /audit endpoint]
[pid=13244] - [2026-08-13 15:57:32,233] - [core.controllers.audit_controller] - [INFO] - [Executing AuditController.get_audit_logs]
[pid=13244] - [2026-08-13 15:57:32,258] - [core.apis.routes.health_router] - [INFO] - [Calling GET /health endpoint]
[pid=13244] - [2026-08-13 15:57:32,258] - [core.controllers.health_controller] - [INFO] - [Executing HealthController.get_health]
[pid=13244] - [2026-08-13 15:57:32,259] - [core.database.database] - [INFO] - [Executing ping function]
[pid=13244] - [2026-08-13 15:57:32,259] - [core.database.database] - [INFO] - [Executing MongoDatabase function]
[pid=13244] - [2026-08-13 15:57:32,259] - [core.database.database] - [INFO] - [Executing _MongoClientSingleton.__new__ | DB: whitfield_wms]
